CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-13-0942-46,01-501,CIUDAD CAPITAL,ZONA 13,INSTITUTO EVANGELICO AMERICA LATINA,3A AVE. 1-44,24279400,JULIO JACOBO GIL URBINA,JESUS ANGEL TOLEDO ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-0943-46,01-405,CIUDAD CAPITAL,ZONA 13,INSTITUTO EVANGELICO AMERICA LATINA (CURSOS DE EXTENSION),3A AVE. 1-44 (PAMPLONA),24279400,BLANCA SARAI GUTIERREZ PINEDA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-0944-46,01-501,CIUDAD CAPITAL,ZONA 13,COLEGIO GUATEMALA DE LA ASUNCION,4A CALLE 6-58,24723536,JULIO JACOBO GIL URBINA,SILVIA DEL PILAR RUIZ CASTRO DE MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-0947-46,00-000,CIUDAD CAPITAL,ZONA 13,INSTITUTO DE BACHILLERATO POR MADUREZ ADSC. A ESCUELA TECNICA DE AVIACION,AVE. HINCAPIE 21-14 ZONA 13 GUATEMALA,Sin especificar,Sin especificar,Sin especificar,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-2244-46,01-501,CIUDAD CAPITAL,ZONA 13,COLEGIO ROSEMONT,15 AV. 2-02,23319802,JULIO JACOBO GIL URBINA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-2558-46,00-000,CIUDAD CAPITAL,ZONA 13,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'COLEGIO KARL FRIEDRICH GAUSS',28 CALLE 13-23 ZONA 13 SANTA FE,Sin especificar,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-7170-46,01-501,CIUDAD CAPITAL,ZONA 13,ACADEMIA DE ESTUDIOS AVANZADOS F-15,15 AVENIDA A 24-08,23322290,JULIO JACOBO GIL URBINA,SERGIO LEONEL AZURDIA MONTENEGRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-7171-46,01-504,CIUDAD CAPITAL,ZONA 13,ACADEMIA DE ESTUDIOS AVANZADOS 'F-15',AVENIDA HINCAPIE 16-72,23345705,DAVID SOTOJ SANCHEZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-8380-46,01-501,CIUDAD CAPITAL,ZONA 13,COLEGIO MARKAM,15 AVE. 4-39,23606627-28,JULIO JACOBO GIL URBINA,SIN DATO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-8395-46,01-405,CIUDAD CAPITAL,ZONA 13,ESCUELA NACIONAL DE CIENCIAS COMERCIALES PRIMERO DE JULIO DE 1823,7A. AV. 5-80,55318425,BLANCA SARAI GUTIERREZ PINEDA,GLADYS MAGDALENA JUAREZ JIMENEZ DE ROSALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-8402-46,01-501,CIUDAD CAPITAL,ZONA 13,CENTRO DE EDUCACION CREATIVA TOSCANA,15 AVENIDA 19-52,23326867,JULIO JACOBO GIL URBINA,VIVIAN GERTRUDIS MEJÍA MARÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-8703-46,01-501,CIUDAD CAPITAL,ZONA 13,COLEGIO HEBRON,"9A. AV. 28-98 COLONIA SANTA FE, INTERIOR 1, ZONA 13 CIUDAD DE GUATEMALA DEL MUNICIPIO DE GUATEMALA",22682909,JULIO JACOBO GIL URBINA,FRANCISCO AGUILAR BERNARDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,GUATEMALA ORIENTE
00-13-8707-46,01-501,CIUDAD CAPITAL,ZONA 13,CENTRO EDUCATIVO SAN JUDAS TADEO,13 AVENIDA B 26-45 COLONIA LA LIBERTAD,22908800,JULIO JACOBO GIL URBINA,DIEGO ARNOLDO GÓMEZ OVANDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-9797-46,99-001,CIUDAD CAPITAL,ZONA 13,INSTITUTO MIXTO NOCTURNO FLAVIO HERRERA,ZONA 13,Sin especificar,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-13-9820-46,01-501,CIUDAD CAPITAL,ZONA 13,COLEGIO VILLA REAL DE OAKLAND,2A. CALLE 15-27,23603336,JULIO JACOBO GIL URBINA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-14-0014-46,01-637,CIUDAD CAPITAL,ZONA 14,"CENTRO EDUCATIVO DE ANACAFÉ, FUNCAFÉ","5A. CALLE 0-50 ZONA 14 GUATEMALA , GUATEMALA",42205813,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
00-14-8847-46,01-504,CIUDAD CAPITAL,ZONA 14,COLEGIO SAN IÑIGO,4AV. 21-63 ZONA 14,23682830,DAVID SOTOJ SANCHEZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-15-0012-46,01-637,CIUDAD CAPITAL,ZONA 15,"CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX "" EDUCANDO MI PAÍS """,24A. A 3-48 VISTA HERMOSA 1 ZONA 15 GUATEMALA,22975300,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,ANA LIDIA GUERRA CABRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA ORIENTE
00-15-0981-46,01-504,CIUDAD CAPITAL,ZONA 15,ESCUELA NORMAL DE MAESTRAS PARA PARVULOS ALFREDO CARRILLO RAMIREZ,2A CALLE 16-23 BOULEVARD VISTA HERMOSA I,23692417,DAVID SOTOJ SANCHEZ,RITA CARMEN YOLANDA DE LA CERDA GODOY,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-15-0983-46,01-314,CIUDAD CAPITAL,ZONA 15,"INSTITUTO "" BETHANIA """,3A CALLE 23-41 VISTA HERMOSA I,23691872,PLINIO IVAN HERNANDEZ,SOR MILVIAN CARIDAD MOLINA DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-15-8285-46,01-503,CIUDAD CAPITAL,ZONA 15,COLEGIO CARL ROGERS,0 CALLE 18-40 VISTA HERMOSA II,23691565,MARIA TERESA MILIAN AVILES,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-15-9162-46,01-644,CIUDAD CAPITAL,ZONA 15,COLEGIO SINIBALDI,"8A. AVENIDA 17-19, COLONIA EL MAESTRO",24847817,LIGIA DEL ROSARIO RICCI VELASQUEZ,SIN DATO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-15-9304-46,01-314,CIUDAD CAPITAL,ZONA 15,CENTRO EDUCATIVO TERRA NOVA,21 AV. 3-36 VISTA HERMOSA 1,23691085,PLINIO IVAN HERNANDEZ,ANA KRISTINA FERNÁNDEZ RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-16-0020-46,01-509,CIUDAD CAPITAL,ZONA 16,CENTRO EDUCATIVO DE ALTO RENDIMIENTO,BOULEVAR RAFAEL LANDÍIVAR 10-05 ZONA 16 CENTRO COMERCIAL PASEO CAYALA GUATEMALA,24938550,MARIA ELENA LACAN HUITZ DE DE LA CRUZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SEMIPRESENCIAL,GUATEMALA ORIENTE
00-16-0998-46,01-509,CIUDAD CAPITAL,ZONA 16,COLEGIO INTERAMERICANO,"11 AVENIDA 06-75, INTERIOR 1, ZONA 16 GUATEMALA",22002990,MARIA ELENA LACAN HUITZ DE DE LA CRUZ,MARÍA VICTORIA PIRA MARTINEZ DE QUIÑONEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-16-0999-46,01-508,CIUDAD CAPITAL,ZONA 16,INSTITUTO AUSTRIACO GUATEMALTECO,BOULEVARD AUSTRIACO 23-90,23091900,MANUEL MARIA CANO CASTRO,MÓNICA GARCÍA GONZALEZ DE GAVARRETE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-16-7773-46,01-508,CIUDAD CAPITAL,ZONA 16,COLEGIO EL SAGRADO CORAZON DE JESUS,27 CALLE 12-69 ACATAN,23273232,MANUEL MARIA CANO CASTRO,CATALINA FLORIS NOGUÉ DE GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-16-9364-46,01-508,CIUDAD CAPITAL,ZONA 16,COLEGIO SUIZO AMERICANO,"12 CALLE 16-02, ACATAN",23798181,MANUEL MARIA CANO CASTRO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-16-9537-46,01-508,CIUDAD CAPITAL,ZONA 16,COLEGIO VIENA GUATEMALTECO,20 AVENIDA 20-45,23239191,MANUEL MARIA CANO CASTRO,JUAN PABLO SOLIS ROSSELL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
00-17-0022-46,01-105,CIUDAD CAPITAL,ZONA 17,COLEGIO MONTANO PORTAL LOS ÁLAMOS,13 CALLE 3-05,23000900,SANTOS VICTORINO VASQUEZ PAXTOR,WHENDOLYN BETZABE ESTRADA CANIZALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-17-4562-46,01-105,CIUDAD CAPITAL,ZONA 17,COLEGIO MIXTO JUAN BAUTISTA ALBERDI,8 AVE. 9-77 RESIDENCIALES VISTALSUR,22581142,SANTOS VICTORINO VASQUEZ PAXTOR,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-17-4748-46,01-106,CIUDAD CAPITAL,ZONA 17,COLEGIO CONTINENTAL AMERICANO,RUTA AL ATLANTICO KM 9.5,22583336,CESAR ARNOLDO MARTINEZ GARCIA,CLAUDIA ELIZABETH RIZO REYES DE TRUJILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-17-8778-46,01-407,CIUDAD CAPITAL,ZONA 17,COLEGIO MIXTO DEL PARQUE,"19 AVENIDA 'B' 10-69, COLONIA LOMAS DEL NORTE",22551241,CARLOS HUMBERTO GONZALEZ DE LEON,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,SABATINO,GUATEMALA NORTE
00-18-0011-46,01-403,CIUDAD CAPITAL,ZONA 18,INSTITUTO MIXTO EXDUCERE,"12 CALLE 23-60, PARAISO II",22570171,CARLOS HUMBERTO GONZALEZ DE LEON,ELISEO CANO ACOSTA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-0020-46,01-110,CIUDAD CAPITAL,ZONA 18,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSEÑANZA""","LOTE 102 SECCION ""C"" COLONIA ILUSIONES",59452532,ZUHILEM YESENIA ESTRADA ORTIZ,ANTONIA MENENDEZ BARRERA DE ZELADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0032-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO EVANGELICO MARANATHA,4A. AVENIDA 8-31 RESIDENCIALES ATLANTIDA,22561073,ZUHILEM YESENIA ESTRADA ORTIZ,CONSUELO MUNGUIA GUZMAN DE MUY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0042-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO VILLA REAL ATLANTICO 1,LOTE 5 A SECTOR 4 KM. 14.5 RUTA AL ATLANTICO RESIDENCIALES SOLUNA,55515868,CESAR ARNOLDO MARTINEZ GARCIA,DEBORA CECILIA ALDANA FAJARDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0127-46,01-111,CIUDAD CAPITAL,ZONA 18,COLEGIO BUENA VISTA,"35 AVENIDA ""A"" 23-31, RESIDENCIALES SAN RAFAEL BUENA VISTA",22424713,ROSA ALBA LOPEZ PIRIR,YOLANDA AGUILAR LORENZANA DE CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0158-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO CRISTIANO FUENTE DEL ÉXITO,5A. CALLE E 60-48 RESIDENCIALES PINARES DEL NORTE,50184747,CESAR ARNOLDO MARTINEZ GARCIA,DORCAS EUNICE MORALES DE AGUSTIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0160-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO EL CASTILLO,"9A. AVENIDA ""A"" 9-20, COLONIA ATLANTIDA",22550149,ZUHILEM YESENIA ESTRADA ORTIZ,MIRIAM LISSETTE PINEDA CHINCHILLA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0176-46,01-111,CIUDAD CAPITAL,ZONA 18,"INSTITUTO EXPERIMENTAL DE EDUCACIÓN BÁSICA ""FE Y ALEGRÍA NO. 5""","KM. 7.5 CARRETERA A SAN PEDRO AYAMPUC, COLONIA EL LIMON",22602418,ROSA ALBA LOPEZ PIRIR,LUDVIN RICARDO URRUTIA LORENTI,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0179-46,01-403,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO EVANGELICO GILGAL,"63 AVENIDA A 5-98, COLONIA PINARES DEL NORTE",50180257,CARLOS HUMBERTO GONZALEZ DE LEON,CESAR AUGUSTO PINEDA PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-0184-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO VALLE DE JESÚS,"43 AVENIDA ""B"" 44-70. RESIDENCIALES VALLE DE JESUS ZONA 18",22604053,ZUHILEM YESENIA ESTRADA ORTIZ,SANDDRA MARIBEL HERNANDEZ ENRIQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0188-46,01-111,CIUDAD CAPITAL,ZONA 18,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA POR MADUREZ,27 CALLE Y 34 AVENIDA COLONIA KENEDY ZONA 18,30066439,ROSA ALBA LOPEZ PIRIR,Sin especificar,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-0195-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO PARROQUIAL SANGRE DE CRISTO,10 AV. 14-48 ATLANTIDA,22582750,ZUHILEM YESENIA ESTRADA ORTIZ,VERONICA TORRES SUCUP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0196-46,01-109,CIUDAD CAPITAL,ZONA 18,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LA ESTANCIA,50 CALLE 41-89 LA ESTANCIA,22067425,MARCELINA PORRES DE PAZ DE RALDA,ANA ISABEL CUC RAMOS DE PÉREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-0198-46,01-111,CIUDAD CAPITAL,ZONA 18,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ LA ESTANCIA,50 CALLE 41-89 LA ESTANCIA,22067425,ROSA ALBA LOPEZ PIRIR,ANA LUCIA CUC RAMOS DE PEREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-1067-46,01-110,CIUDAD CAPITAL,ZONA 18,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO INDIRA GANDHI,9A AVE. 5-33 COLONIA ATLANTIDA,Sin especificar,ZUHILEM YESENIA ESTRADA ORTIZ,MILDRED YADIRA HERNANDEZ LAZA LUX,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-2187-46,00-000,CIUDAD CAPITAL,ZONA 18,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO EDUCATIVO INTEGRAL GIRON ALFARO'(CEIGA)BACHILLERATO POR MADUREZ,9A CALLE 7-17 COLONIA ATLANTIDA,Sin especificar,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-7064-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO JUVENTUD ACTIVA,"KM. 15, RUTA AL ATLANTICO, COLONIA SAN PASCUAL II, LOTE 9, SECTOR II",22554550,CESAR ARNOLDO MARTINEZ GARCIA,WENCESLAO TOBAR SALGUERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-7657-46,00-000,CIUDAD CAPITAL,ZONA 18,LICEO TECNICO.,4AV. LOTE 460 COLONIA KENNEDY ZONA 18.,22428911,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-7658-46,00-000,CIUDAD CAPITAL,ZONA 18,LICEO AMERICANO TECNOLOGICO EN COMPUTACION,LOTE 192 MANZANA 1 COLONIA MAYA,Sin especificar,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,SABATINO,GUATEMALA NORTE
00-18-7878-46,01-110,CIUDAD CAPITAL,ZONA 18,LICEO JUVENIL DE COMPUTACION C.S.S,13 AVE. 13-46 LAVARREDA,22561189,ZUHILEM YESENIA ESTRADA ORTIZ,ANNABILLA EMPERATRIZ JIMNDEZ CASTELLANOS DE LLAMAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-8063-46,01-407,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO SENDA DEL SABER,LOTE 7 ENTRADA A COLONIA EL ROSARIO,Sin especificar,CARLOS HUMBERTO GONZALEZ DE LEON,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-8453-46,01-110,CIUDAD CAPITAL,ZONA 18,LICEO MIXTO EVANGELICO FUENTE SAGRADA DEL SABER,LOTE 8 SECCION I COLONIA LAS ILUSIONES,22603689,ZUHILEM YESENIA ESTRADA ORTIZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-8465-46,01-104,CIUDAD CAPITAL,ZONA 18,"LICEO EN COMPUTACION ""SHOFAR""",12 CALLE D 17-43 ALAMEDA IV,55526057,ISRAEL PORTILLO HERNANDEZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-8635-46,01-106,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO JUVENIL BAUTISTA SHALOM,KM. 9.5 CARRTERA AL ATLANTICO,25053535,CESAR ARNOLDO MARTINEZ GARCIA,LAURA CLEMENCIA ROSALES CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-8649-46,01-111,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO EVANGELICO 'GILGAL',"63 AVENIDA 'A' 5-98, COLONIA PINARES DEL NORTE",50180257,ROSA ALBA LOPEZ PIRIR,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-8738-46,01-111,CIUDAD CAPITAL,ZONA 18,LICEO PINARES,59 AV. B 6-28 COLONIA PINARES DEL NORTE,22571182,ROSA ALBA LOPEZ PIRIR,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-8923-46,00-000,CIUDAD CAPITAL,ZONA 18,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION,MANZANA 5 LOTE 579 COLONIA MAYA,52995680,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-8926-46,01-403,CIUDAD CAPITAL,ZONA 18,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION -C.F.P.C.-,MANZANA 5 LOTE 579 COLONIA MAYA,22603936,CARLOS HUMBERTO GONZALEZ DE LEON,FRANCISCO ROLANDO CROZANTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-9215-46,01-407,CIUDAD CAPITAL,ZONA 18,COLEGIO PRIVADO MIXTO EN COMPUTACION 'FERMAT',"LOTE 60 MANZANA 4, COLONIA EL ROSARIO",22554175,CARLOS HUMBERTO GONZALEZ DE LEON,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-9216-46,01-407,CIUDAD CAPITAL,ZONA 18,COLEGIO PRIVADO MIXTO EN COMPUATCION 'FERMAT',"LOTE 60 MANZANA 4, COLONIA EL ROSARIO",22554175,CARLOS HUMBERTO GONZALEZ DE LEON,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-9217-46,01-407,CIUDAD CAPITAL,ZONA 18,COLEGIO PRIVADO MIXTO EN COMPUTACION 'FERMAT' (POR MADUREZ),"LOTE 60 MANZANA 4, COLONIA EL ROSARIO",22541175,CARLOS HUMBERTO GONZALEZ DE LEON,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-18-9492-46,01-403,CIUDAD CAPITAL,ZONA 18,ESCUELA ALTERNATIVA LUZ Y ESPERANZA /GRUPO CEIBA,23AV. G 15-41 COLONIA EL LIMON,22305599,CARLOS HUMBERTO GONZALEZ DE LEON,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE
00-18-9755-46,01-403,CIUDAD CAPITAL,ZONA 18,LICEO JUVENIL DE COMPUTACION C.S.S.,13 AVENIDA 13-46 COLONIA LAVARREDA,22561189,CARLOS HUMBERTO GONZALEZ DE LEON,ANNABELLA EMPERATIRZ JIMENEZ CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE
00-19-0013-46,01-620,CIUDAD CAPITAL,ZONA 19,COLEGIO LA EDUCACION,"7A. AVENIDA 3-20, COLONIA LA FLORIDA",24310333,NOEMI SANDOVAL CONDE,NATALY GABRIELA DE LEON URIZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
